Tolerance (%),beatport_key/1.0
0.0,0.9237726098191215
0.0005,0.9237726098191215
0.001,0.9237726098191215
0.0015,0.9237726098191215
0.002,0.9237726098191215
0.0025,0.9237726098191215
0.003,0.9237726098191215
0.0035,0.9237726098191215
0.004,0.9237726098191215
0.0045,0.9237726098191215
0.005,0.9237726098191215
0.0055,0.9250645994832042
0.006,0.9354005167958657
0.0065,0.9366925064599483
0.007,0.9444444444444444
0.0075,0.9483204134366925
0.008,0.9599483204134367
0.0085,0.9612403100775194
0.009,0.962532299741602
0.0095,0.962532299741602
0.01,0.9651162790697675
0.0105,0.9664082687338501
0.011,0.9664082687338501
0.0115,0.9702842377260982
0.012,0.9728682170542635
0.0125,0.9741602067183462
0.013,0.9741602067183462
0.0135,0.9741602067183462
0.014,0.9741602067183462
0.0145,0.9741602067183462
0.015,0.975452196382429
0.0155,0.975452196382429
0.016,0.9767441860465116
0.0165,0.9767441860465116
0.017,0.9767441860465116
0.0175,0.9767441860465116
0.018,0.9767441860465116
0.0185,0.9767441860465116
0.019,0.9767441860465116
0.0195,0.9767441860465116
0.02,0.9767441860465116
0.0205,0.9767441860465116
0.021,0.9767441860465116
0.0215,0.9767441860465116
0.022,0.9767441860465116
0.0225,0.9767441860465116
0.023,0.9767441860465116
0.0235,0.9767441860465116
0.024,0.9767441860465116
0.0245,0.9767441860465116
0.025,0.9767441860465116
0.0255,0.9767441860465116
0.026,0.9767441860465116
0.0265,0.9767441860465116
0.027,0.9767441860465116
0.0275,0.9767441860465116
0.028,0.9767441860465116
0.0285,0.9767441860465116
0.029,0.9767441860465116
0.0295,0.9767441860465116
0.03,0.9767441860465116
0.0305,0.9767441860465116
0.031,0.9767441860465116
0.0315,0.9767441860465116
0.032,0.9767441860465116
0.0325,0.9767441860465116
0.033,0.9767441860465116
0.0335,0.9767441860465116
0.034,0.9767441860465116
0.0345,0.9767441860465116
0.035,0.9767441860465116
0.0355,0.9767441860465116
0.036,0.9767441860465116
0.0365,0.9767441860465116
0.037,0.9767441860465116
0.0375,0.9767441860465116
0.038,0.9767441860465116
0.0385,0.9767441860465116
0.039,0.9767441860465116
0.0395,0.9767441860465116
0.04,0.9767441860465116
0.0405,0.9767441860465116
0.041,0.9767441860465116
0.0415,0.9767441860465116
0.042,0.9767441860465116
0.0425,0.9767441860465116
0.043,0.9767441860465116
0.0435,0.9767441860465116
0.044,0.9767441860465116
0.0445,0.9767441860465116
0.045,0.9767441860465116
0.0455,0.9767441860465116
0.046,0.9767441860465116
0.0465,0.9767441860465116
0.047,0.9767441860465116
0.0475,0.9767441860465116
0.048,0.9767441860465116
0.0485,0.9767441860465116
0.049,0.9767441860465116
0.0495,0.9767441860465116
0.05,0.9767441860465116
